Baseline_Diet,Goal_Reference,Category,Total_emissions_tonnes_per_year
EAT-Lancet (Planetary),Mediterranean Diet,Cheese & Eggs,51834.854435168876
EAT-Lancet (Planetary),Mediterranean Diet,Fish,158144.3021475328
EAT-Lancet (Planetary),Mediterranean Diet,Plant Protein,311121.6465472414
EAT-Lancet (Planetary),Mediterranean Diet,Staples,719412.460585424
EAT-Lancet (Planetary),Mediterranean Diet,Rice,161882.42979233823
EAT-Lancet (Planetary),Mediterranean Diet,Veg & Fruit,781474.3354290059
EAT-Lancet (Planetary),Mediterranean Diet,Ultra-Processed,221648.16964592354
EAT-Lancet (Planetary),Mediterranean Diet,Soups,58949.364608951015
EAT-Lancet (Planetary),Mediterranean Diet,Beverages & Additions,16171.549831421044
EAT-Lancet (Planetary),Mediterranean Diet,Fats (Butter),11428.437288996462
EAT-Lancet (Planetary),Mediterranean Diet,Oils (Plant-based),91473.15197940674
EAT-Lancet (Planetary),Mediterranean Diet,Condiments,19017.38122633592
Schijf van 5 (Guideline),Mediterranean Diet,Red Meat,1091723.2681918733
Schijf van 5 (Guideline),Mediterranean Diet,Poultry,87807.55635606922
Schijf van 5 (Guideline),Mediterranean Diet,Dairy (Milk & Milkproducts),564531.0616789336
Schijf van 5 (Guideline),Mediterranean Diet,Cheese & Eggs,234699.5657430818
Schijf van 5 (Guideline),Mediterranean Diet,Fish,124379.52042172848
Schijf van 5 (Guideline),Mediterranean Diet,Plant Protein,174830.54465211026
Schijf van 5 (Guideline),Mediterranean Diet,Staples,696515.3441363215
Schijf van 5 (Guideline),Mediterranean Diet,Rice,95065.25265812954
Schijf van 5 (Guideline),Mediterranean Diet,Veg & Fruit,609793.0234523106
Schijf van 5 (Guideline),Mediterranean Diet,Ultra-Processed,325263.7403744289
Schijf van 5 (Guideline),Mediterranean Diet,Soups,64908.63748819457
Schijf van 5 (Guideline),Mediterranean Diet,Beverages & Additions,24371.82557027995
Schijf van 5 (Guideline),Mediterranean Diet,Fats (Butter),37290.40961908631
Schijf van 5 (Guideline),Mediterranean Diet,Oils (Plant-based),111911.44394516305
Schijf van 5 (Guideline),Mediterranean Diet,Condiments,21924.69532934572
